agreement_type,agreement,signed,entered_into_force,eoi,PARTNER_COUNTRY_CODE,PARENT_COUNTRY_CODE
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,LTU,LVA
DTC,DTC LT LV,1993-12-17,1994-12-30,Uncertain,LTU,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,LVA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,LUX,LVA
DTC,DTC LU LV,2004-06-14,2006-04-14,Uncertain,LUX,LVA
DTC,DTC LV MK,2006-12-08,2007-04-25,Uncertain,MKD,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,LVA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,MLT,LVA
DTC,DTC LV MT,2000-05-22,2000-10-24,Uncertain,MLT,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MHL,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,LVA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,LVA
DTC,DTC LV MX,2012-04-20,2013-03-02,Uncertain,MEX,LVA
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,LVA
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,LVA
DTC,DTC LV MD,1998-02-25,1998-06-24,Uncertain,MDA,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MCO,LVA
DTC,DTC LV ME,2005-11-22,2006-05-19,Uncertain,MNE,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,LVA
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,LVA
DTC,DTC LV MA,2008-07-24,2012-09-25,Uncertain,MAR,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,LVA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,NLD,LVA
DTC,DTC LV NL,1994-03-14,1995-01-29,Uncertain,NLD,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,LVA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,LVA
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,LVA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,NOR,LVA
DTC,DTC LV NO,1993-07-19,1993-12-30,Uncertain,NOR,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,LVA
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,POL,LVA
DTC,DTC LV PL,1993-11-17,1995-01-01,Uncertain,POL,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,LVA
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,PRT,LVA
DTC,DTC LV PT,2001-06-19,2003-07-03,Uncertain,PRT,LVA
DTC,DTC LV QA,2014-09-06,2015-06-01,Uncertain,QAT,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,LVA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,ROU,LVA
DTC,DTC LV RO,2002-05-25,2002-11-28,Uncertain,ROU,LVA
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,LVA
DTC,DTC LV RU,2010-12-20,2012-11-08,Uncertain,RUS,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,WSM,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,LVA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,LVA
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,LVA
DTC,DTC LV RS,2005-11-22,2006-05-19,Uncertain,SRB,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SYC,LVA
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,LVA
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,LVA
DTC,DTC LV SG,1999-10-06,2000-02-18,Uncertain,SGP,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,LVA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,SVK,LVA
DTC,DTC LV SK,1999-03-11,2000-06-12,Uncertain,SVK,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,LVA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,SVN,LVA
DTC,DTC LV SI,2002-04-17,2002-11-22,Uncertain,SVN,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,LVA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,LVA
Multilateral,MCON-Amend ,2012-07-01,2012-07-01,On Request,KOR,LVA
DTC,DTC KR LV,2008-06-15,2009-12-07,Uncertain,KOR,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,LVA
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,ESP,LVA
DTC,DTC ES LV,2003-09-04,2004-12-14,Uncertain,ESP,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,LVA
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,SWE,LVA
DTC,DTC LV SE,1993-04-05,1993-12-30,Uncertain,SWE,LVA
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,LVA
DTC,DTC CH LV,2002-01-31,2002-12-18,Uncertain,CHE,LVA
DTC,DTC LV TJ,2009-02-09,2009-10-29,Uncertain,TJK,LVA
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,LVA
DTC,DTC LV TR,1999-06-03,2003-12-23,Uncertain,TUR,LVA
DTC,DTC LV TM,2012-09-11,2012-12-04,Uncertain,TKM,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,LVA
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,LVA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,LVA
DTC,DTC LV UA,1995-11-21,1996-11-21,Uncertain,UKR,LVA
DTC,DTC AE LV,2012-03-11,2013-06-11,Uncertain,ARE,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,LVA
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,LVA
Multilateral,EU directive 2011/16/EU,2011-02-15,2011-02-15,Automatic,GBR,LVA
DTC,DTC GB LV,1996-05-08,1996-12-31,Uncertain,GBR,LVA
FATCA,FATCA US LV,,2014-06-30,Automatic,USA,LVA
DTC,DTC LV US,1998-01-15,2000-01-01,Uncertain,USA,LVA
DTC,DTC LV UZ,1998-07-03,1998-10-23,Uncertain,UZB,LVA
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,LVA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,LVA
DTC,DTC AT LY ,2010-09-16,,Uncertain,AUT,LBY
DTC,DTC FR LY,2005-12-22,2008-07-01,Uncertain,FRA,LBY
DTC,DTC IN LY,1981-03-02,1982-07-01,Uncertain,IND,LBY
DTC,DTC IT LY,2009-06-10,,Uncertain,ITA,LBY
DTC,DTC LY MT,2008-12-28,2010-05-20,Uncertain,MLT,LBY
DTC,DTC LY MR,1990-07-23,1994-01-01,Uncertain,MRT,LBY
DTC,DTC LY MA,1990-07-23,1993-07-14,Uncertain,MAR,LBY
DTC,DTC LY PK,1975-01-09,1976-03-01,Uncertain,PAK,LBY
DTC,DTC LY SG,2009-04-08,2010-12-23,Uncertain,SGP,LBY
DTC,DTC LY SK,2009-02-20,2010-06-21,Uncertain,SVK,LBY
DTC,DTC LY TN,1990-07-23,1993-07-14,Uncertain,TUN,LBY
DTC,DTC LY UA,2008-11-04,2009-11-18,Uncertain,UKR,LBY
DTC,DTC AE LY,2013-04-01,,Uncertain,ARE,LBY
DTC,DTC GB LY,2008-08-17,2010-03-08,Uncertain,GBR,LBY
DTC,DTC AL MA ,2015-10-05,,Uncertain,ALB,MAR
DTC,DTC DZ MA,1990-07-23,1993-07-14,Uncertain,DZA,MAR
DTC,DTC AT MA,2002-02-27,2006-11-12,Uncertain,AUT,MAR
DTC,DTC BH MA,2000-04-07,2001-02-10,Uncertain,BHR,MAR
DTC,DTC BE MA,1972-05-04,1975-03-05,Uncertain,BEL,MAR
DTC,DTC BG MA,1996-05-22,1999-12-06,Uncertain,BGR,MAR
DTC,DTC BF MA,2012-05-18,,Uncertain,BFA,MAR
DTC,DTC CM MA,2012-09-07,,Uncertain,CMR,MAR
DTC,DTC CA MA,1975-12-22,1978-11-09,Uncertain,CAN,MAR
DTC,DTC CN MA,2002-08-27,2006-08-16,Uncertain,CHN,MAR
DTC,DTC HR MA,2008-06-26,2012-10-25,Uncertain,HRV,MAR
DTC,DTC CZ MA,2001-06-11,2002-12-27,Uncertain,CZE,MAR
DTC,DTC CI MA,2006-07-20,,Uncertain,CIV,MAR
DTC,DTC DK MA,1984-05-08,1992-12-25,Uncertain,DNK,MAR
DTC,DTC EG MA,1989-03-22,1993-05-28,Uncertain,EGY,MAR
DTC,DTC EE MA,2013-09-25,,Uncertain,EST,MAR
DTC,DTC FI MA,2006-04-07,2012-10-20,Uncertain,FIN,MAR
DTC,DTC FR MA,1989-08-18,1990-12-01,Uncertain,FRA,MAR
DTC,DTC GA MA,1999-06-03,2008-05-16,Uncertain,GAB,MAR
DTC,DTC DE MA,1972-06-07,1974-10-08,Uncertain,DEU,MAR
DTC,DTC GR MA,2007-03-20,2010-11-17,Uncertain,GRC,MAR
DTC,DTC GN MA,2014-03-03,,Uncertain,GIN,MAR
DTC,DTC HU MA,1991-12-12,2000-08-20,Uncertain,HUN,MAR
DTC,DTC IN MA,1998-10-30,2000-02-20,Uncertain,IND,MAR
DTC,DTC ID MA,2008-06-08,2012-04-10,Uncertain,IDN,MAR
DTC,DTC IR MA,2008-02-25,,Uncertain,IRN,MAR
DTC,DTC IE MA,2010-06-22,2012-08-31,Uncertain,IRL,MAR
DTC,DTC IT MA,1972-06-07,1983-03-10,Uncertain,ITA,MAR
DTC,DTC JO MA,2005-03-16,2009-05-26,Uncertain,JOR,MAR
DTC,DTC KZ MA,2008-07-24,2012-09-25,Uncertain,KAZ,MAR
DTC,DTC KW MA,2002-06-15,2006-07-15,Uncertain,KWT,MAR
DTC,DTC LV MA,2008-07-24,2012-09-25,Uncertain,LVA,MAR
DTC,DTC LB MA,2001-10-20,2003-08-07,Uncertain,LBN,MAR
DTC,DTC LY MA,1990-07-23,1993-07-14,Uncertain,LBY,MAR
DTC,DTC LT MA,2013-04-19,2015-01-01,Uncertain,LTU,MAR
DTC,DTC LU MA,1980-12-19,1984-02-16,Uncertain,LUX,MAR
DTC,DTC MA MK,2010-05-11,2012-09-14,Uncertain,MKD,MAR
DTC,DTC MA MY,2001-07-02,2006-12-29,Uncertain,MYS,MAR
DTC,DTC MA ML,2014-02-20,,Uncertain,MLI,MAR
DTC,DTC MA MT,2001-10-26,2007-06-15,Uncertain,MLT,MAR
DTC,DTC MA MR,1990-07-23,1994-01-01,Uncertain,MRT,MAR
DTC,DTC MA MU,2015-11-25,,Uncertain,MUS,MAR
DTC,DTC MA NL,1977-08-12,1987-06-10,Uncertain,NLD,MAR
DTC,DTC MA NO,1972-05-05,1975-12-18,Uncertain,NOR,MAR
DTC,DTC MA OM,2006-12-15,2009-04-22,Uncertain,OMN,MAR
DTC,DTC MA PK,2006-05-18,2009-10-08,Uncertain,PAK,MAR
DTC,DTC MA PL,1994-10-24,1997-01-01,Uncertain,POL,MAR
DTC,DTC MA PT,1997-09-29,2000-06-27,Uncertain,PRT,MAR
DTC,DTC MA QA,2006-03-17,2009-07-04,Uncertain,QAT,MAR
DTC,DTC MA RO,2003-07-02,2006-08-16,Uncertain,ROU,MAR
DTC,DTC MA RU,1997-09-04,1999-08-31,Uncertain,RUS,MAR
DTC,DTC MA SN,2002-03-01,2006-05-19,Uncertain,SEN,MAR
DTC,DTC MA RS,2013-06-06,,Uncertain,SRB,MAR
DTC,DTC MA SG,2007-01-09,2014-01-15,Uncertain,SGP,MAR
DTC,DTC KR MA,1999-01-27,2000-07-01,Uncertain,KOR,MAR
DTC,DTC ES MA,1978-07-10,1985-05-16,Uncertain,ESP,MAR
DTC,DTC CH MA,1993-03-31,1995-07-27,Uncertain,CHE,MAR
DTC,DTC MA SY,2005-06-19,2009-03-25,Uncertain,SYR,MAR
DTC,DTC MA TN,1990-07-23,1993-07-14,Uncertain,TUN,MAR
DTC,DTC MA TR,2004-04-07,2006-07-18,Uncertain,TUR,MAR
DTC,DTC MA UA,2007-07-13,2009-03-30,Uncertain,UKR,MAR
DTC,DTC AE MA,1999-02-09,1999-09-26,Uncertain,ARE,MAR
DTC,DTC GB MA,1981-09-08,1990-11-29,Uncertain,GBR,MAR
DTC,DTC MA US,1977-08-01,1981-12-30,Uncertain,USA,MAR
DTC,DTC MA VN,2008-11-24,2012-09-12,Uncertain,VNM,MAR
DTC,DTC MA YE,2006-02-08,,Uncertain,YEM,MAR
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,MCO
TIEA,TIEA AD MC,2009-09-18,2010-12-16,On Request,AND,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,MCO
TIEA,TIEA AR MC,2009-10-13,2010-08-08,On Request,ARG,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,MCO
TIEA,TIEA AU MC,2010-04-01,2011-01-13,On Request,AUS,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,MCO
TIEA,TIEA AT MC,2009-09-15,2010-08-01,On Request,AUT,MCO
TIEA,TIEA BS MC,2009-09-18,2011-02-18,On Request,BHS,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,MCO
TIEA,TIEA BE MC,2009-07-15,,On Request,BEL,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BGR,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CAN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYM,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHL,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,COL,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,COK,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CRI,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HRV,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CUW,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CYP,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,CZE,MCO
TIEA,TIEA CZ MC,2014-07-31,,On Request,CZE,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DNK,MCO
TIEA,TIEA DK MC,2010-06-23,2010-10-02,On Request,DNK,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,EST,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRO,MCO
TIEA,TIEA FO MC,2010-06-23,2011-05-07,On Request,FRO,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FIN,MCO
TIEA,TIEA FI MC,2010-06-23,2010-12-10,On Request,FIN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,FRA,MCO
DTC,DTC FR MC,1963-05-18,1963-09-01,Uncertain,FRA,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,DEU,MCO
TIEA,TIEA DE MC,2010-07-27,2011-12-09,On Request,DEU,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GHA,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GIB,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRC,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GRL,MCO
TIEA,TIEA GL MC,2010-06-23,2012-04-13,On Request,GRL,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,GRD,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GGY,MCO
DTC,DTC GG MC,2014-04-14,2015-05-09,Uncertain,GGY,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,HUN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ISL,MCO
TIEA,TIEA IS MC,2010-06-23,2011-02-23,On Request,ISL,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IND,MCO
TIEA,TIEA IN MC,2012-07-31,2013-04-03,On Request,IND,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,IDN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IRL,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,IMN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ITA,MCO
TIEA,TIEA IT MC,2015-03-02,,On Request,ITA,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,JPN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,JEY,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LVA,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LIE,MCO
TIEA,TIEA LI MC,2009-09-21,2010-07-14,On Request,LIE,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LTU,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,LUX,MCO
DTC,DTC LU MC,2009-07-27,2010-05-03,Uncertain,LUX,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MYS,MCO
DTC,DTC MC ML,2012-02-13,,Uncertain,MLI,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MLT,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,MHL,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MUS,MCO
DTC,DTC MC MU,2013-04-13,2013-08-08,Uncertain,MUS,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MEX,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,MSR,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NLD,MCO
TIEA,TIEA MC NL,2010-01-11,2010-12-01,On Request,NLD,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,NZL,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NIU,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,NOR,MCO
TIEA,TIEA MC NO,2010-06-23,2011-01-30,On Request,NOR,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,POL,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,PRT,MCO
DTC,DTC MC QA,2009-09-17,2010-06-15,Uncertain,QAT,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ROU,MCO
DTC,DTC KN MC,2009-09-17,2011-12-01,Uncertain,KNA,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,LCA,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,VCT,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,WSM,MCO
TIEA,TIEA MC WS,2009-09-07,2012-03-12,On Request,WSM,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SMR,MCO
TIEA,TIEA MC SM,2009-07-29,2010-05-10,On Request,SMR,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SYC,MCO
DTC,DTC MC SC,2010-01-04,2013-01-01,Uncertain,SYC,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,SXM,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVK,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SVN,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ZAF,MCO
TIEA,TIEA MC ZA,2013-09-23,,On Request,ZAF,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,KOR,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ESP,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,SWE,MCO
TIEA,TIEA MC SE,2010-06-23,2010-12-26,On Request,SWE,MCO
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,CHE,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,TCA,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,GBR,MCO
TIEA,TIEA MC US,2009-09-08,2010-03-11,On Request,USA,MCO
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,MCO
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,MDA
DTC,DTC AL MD,2002-12-06,2003-06-06,Uncertain,ALB,MDA
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,MDA
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,MDA
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,MDA
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,MDA
DTC,DTC AT MD,2004-04-29,2005-01-01,Uncertain,AUT,MDA
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,MDA
Multilateral,MCON-Orig,2004-10-01,2004-10-01,On Request,AZE,MDA
DTC,DTC AZ MD,1997-11-27,1999-01-28,Uncertain,AZE,MDA
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,MDA
Multilateral,MCON-Orig,2000-12-01,2000-12-01,On Request,BEL,MDA
DTC,DTC BE MD,1987-12-17,1991-01-08,Uncertain,BEL,MDA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,MDA
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,MDA
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,MDA
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,MDA
DTC,DTC CA MD,2002-07-04,2002-12-13,Uncertain,CAN,MDA
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,MDA
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,MDA
DTC,DTC CN MD,2000-06-07,2001-05-26,Uncertain,CHN,MDA
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,MDA
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,MDA
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,MDA
DTC,DTC HR MD,2005-05-30,2006-05-10,Uncertain,HRV,MDA
Multilateral,MCON-Orig,2015-04-01,2015-04-01,On Request,CYP,MDA
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,MDA
DTC,DTC CY MD,2008-01-28,2008-09-03,Uncertain,CYP,MDA
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,MDA
DTC,DTC CZ MD,2013-11-26,,Uncertain,CZE,MDA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,MDA
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,DNK,MDA
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,MDA
DTC,DTC EE MD,1998-02-23,1998-07-21,Uncertain,EST,MDA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,MDA
Multilateral,MCON-Orig,2007-01-01,2007-01-01,On Request,FRO,MDA
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,MDA
DTC,DTC FI MD,2008-04-16,2008-11-09,Uncertain,FIN,MDA
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,FIN,MDA
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,MDA
Multilateral,MCON-Orig,2005-09-01,2005-09-01,On Request,FRA,MDA
DTC,DTC FR MD,1974-03-28,1975-08-01,Uncertain,FRA,MDA
Multilateral,MCON-Orig,2011-06-01,2011-06-01,On Request,GEO,MDA
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,MDA
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,MDA
Multilateral,MCON-Orig,2015-08-28,2015-08-28,On Request,DEU,MDA
DTC,DTC DE MD,1981-11-24,1983-06-15,Uncertain,DEU,MDA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,MDA
Multilateral,MCON-Orig,2013-09-01,2013-09-01,On Request,GRC,MDA
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,MDA
DTC,DTC GR MD,2004-03-29,2005-07-11,Uncertain,GRC,MDA
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,GRL,MDA
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,MDA
Multilateral,MCON-Orig,2015-03-01,2015-03-01,On Request,HUN,MDA
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,MDA
DTC,DTC HU MD,2013-10-03,2014-03-12,Uncertain,HUN,MDA
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,MDA
Multilateral,MCON-Orig,1996-11-01,1996-11-01,On Request,ISL,MDA
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,MDA
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,MDA
